DATE,LOAD
2021-06-09 04:45:00,0.0
2021-06-09 05:00:00,0.0
2021-06-09 05:15:00,0.0
2021-06-09 05:30:00,0.0
2021-06-09 05:45:00,0.0
2021-06-09 06:00:00,0.0
2021-06-09 06:15:00,0.0
2021-06-09 06:30:00,0.0
2021-06-09 06:45:00,0.0
2021-06-09 07:00:00,0.0
2021-06-09 07:15:00,0.0
2021-06-09 07:30:00,0.0
2021-06-09 07:45:00,0.0
2021-06-09 08:00:00,0.0
2021-06-09 08:15:00,0.0
2021-06-09 08:30:00,685.63
2021-06-09 08:45:00,685.63
2021-06-09 09:00:00,699.25
2021-06-09 09:15:00,702.03
2021-06-09 09:30:00,672.99
2021-06-09 09:45:00,672.99
2021-06-09 10:00:00,695.71
2021-06-09 10:15:00,695.71
2021-06-09 10:30:00,694.53
2021-06-09 10:45:00,694.53
2021-06-09 11:00:00,694.53
2021-06-09 11:15:00,681.92
2021-06-09 11:30:00,689.73
2021-06-09 11:45:00,689.73
2021-06-09 12:00:00,648.45
2021-06-09 12:15:00,674.33
2021-06-09 12:30:00,646.39
2021-06-09 12:45:00,646.96
2021-06-09 13:00:00,646.96
