날짜,외기온도,외기습도
21. 6. 20 오전 2:00,18.40,100.00
21. 6. 20 오전 2:15,18.40,100.00
21. 6. 20 오전 2:30,18.40,100.00
21. 6. 20 오전 2:45,18.40,100.00
21. 6. 20 오전 3:00,18.40,100.00
21. 6. 20 오전 3:15,18.60,100.00
21. 6. 20 오전 3:30,18.40,100.00
21. 6. 20 오전 3:45,18.40,100.00
21. 6. 20 오전 4:00,18.40,100.00
21. 6. 20 오전 4:15,18.30,100.00
21. 6. 20 오전 4:30,18.50,100.00
21. 6. 20 오전 4:45,18.50,100.00
21. 6. 20 오전 5:00,18.60,100.00
21. 6. 20 오전 5:15,18.50,100.00
21. 6. 20 오전 5:30,18.50,100.00
21. 6. 20 오전 5:45,18.50,100.00
21. 6. 20 오전 6:00,18.40,100.00
21. 6. 20 오전 6:15,18.40,100.00
21. 6. 20 오전 6:30,18.40,100.00
21. 6. 20 오전 6:45,18.40,100.00
21. 6. 20 오전 7:00,18.70,100.00
21. 6. 20 오전 7:15,19.00,100.00
21. 6. 20 오전 7:30,19.50,100.00
21. 6. 20 오전 7:45,19.50,100.00
21. 6. 20 오전 8:00,19.70,100.00
21. 6. 20 오전 8:15,19.80,100.00
21. 6. 20 오전 8:30,20.10,100.00
21. 6. 20 오전 8:45,20.20,100.00
21. 6. 20 오전 9:00,20.50,100.00
21. 6. 20 오전 9:15,20.70,100.00
21. 6. 20 오전 9:30,21.10,83.90
21. 6. 20 오전 9:45,21.80,79.20
21. 6. 20 오전 10:00,22.10,80.30
21. 6. 20 오전 10:15,22.80,76.60
21. 6. 20 오전 10:30,23.40,72.20
21. 6. 20 오전 10:45,23.60,70.60
21. 6. 20 오전 11:00,23.60,69.00
21. 6. 20 오전 11:15,24.40,66.40
21. 6. 20 오전 11:30,24.10,66.20
21. 6. 20 오전 11:45,24.30,65.40
21. 6. 20 오후 12:00,24.50,66.60
21. 6. 20 오후 12:15,25.20,63.70
21. 6. 20 오후 12:30,25.20,64.10
21. 6. 20 오후 12:45,25.40,67.00
21. 6. 20 오후 1:00,25.70,64.60
21. 6. 20 오후 1:15,23.50,80.80
21. 6. 20 오후 1:30,23.80,76.20
21. 6. 20 오후 1:45,23.60,74.90
21. 6. 20 오후 2:00,23.40,76.20
21. 6. 20 오후 2:15,23.40,78.60
21. 6. 20 오후 2:30,,79.50
21. 6. 20 오후 2:45,23.10,79.50
21. 6. 20 오후 3:00,22.80,86.90
21. 6. 20 오후 3:15,22.90,89.20
21. 6. 20 오후 3:30,22.90,89.20
21. 6. 20 오후 3:45,22.90,86.80
21. 6. 20 오후 4:00,,88.80
21. 6. 20 오후 4:15,22.90,88.80
21. 6. 20 오후 4:30,22.90,88.80
21. 6. 20 오후 4:45,22.90,100.00
21. 6. 20 오후 5:00,22.90,100.00
21. 6. 20 오후 5:15,23.00,100.00
21. 6. 20 오후 5:30,22.50,100.00
21. 6. 20 오후 5:45,22.00,100.00
21. 6. 20 오후 6:00,22.00,100.00
21. 6. 20 오후 6:15,22.20,100.00
21. 6. 20 오후 6:30,22.00,100.00
21. 6. 20 오후 6:45,21.70,100.00
21. 6. 20 오후 7:00,21.70,100.00
21. 6. 20 오후 7:15,21.20,100.00
21. 6. 20 오후 7:30,20.60,100.00
21. 6. 20 오후 7:45,20.30,100.00
21. 6. 20 오후 8:00,20.30,100.00
21. 6. 20 오후 8:15,20.20,100.00
21. 6. 20 오후 8:30,20.10,100.00
21. 6. 20 오후 8:45,19.90,100.00
21. 6. 20 오후 9:00,19.90,100.00
21. 6. 20 오후 9:15,19.60,100.00
21. 6. 20 오후 9:30,19.50,100.00
21. 6. 20 오후 9:45,19.20,100.00
21. 6. 20 오후 10:00,19.20,100.00
21. 6. 20 오후 10:15,19.10,100.00
21. 6. 20 오후 10:30,19.10,100.00
21. 6. 20 오후 10:45,19.00,100.00
21. 6. 20 오후 11:00,19.00,100.00
21. 6. 20 오후 11:15,18.80,100.00
21. 6. 20 오후 11:30,18.70,100.00
21. 6. 20 오후 11:45,18.40,100.00
21. 6. 21 오전 12:00,18.40,100.00
21. 6. 21 오전 12:15,17.90,100.00
21. 6. 21 오전 12:30,17.90,100.00
21. 6. 21 오전 12:45,18.10,100.00
21. 6. 21 오전 1:00,18.10,100.00
21. 6. 21 오전 1:15,18.20,100.00
21. 6. 21 오전 1:30,18.20,100.00
21. 6. 21 오전 1:45,17.90,100.00
21. 6. 21 오전 2:00,17.90,100.00
21. 6. 21 오전 2:15,17.90,100.00
21. 6. 21 오전 2:30,17.90,100.00
21. 6. 21 오전 2:45,18.00,100.00
21. 6. 21 오전 3:00,18.00,100.00
21. 6. 21 오전 3:15,18.10,100.00
21. 6. 21 오전 3:30,18.20,100.00
21. 6. 21 오전 3:45,18.10,100.00
21. 6. 21 오전 4:00,18.10,100.00
21. 6. 21 오전 4:15,18.10,100.00
21. 6. 21 오전 4:30,18.00,100.00
21. 6. 21 오전 4:45,18.10,100.00
21. 6. 21 오전 5:00,18.10,100.00
21. 6. 21 오전 5:15,18.10,100.00
21. 6. 21 오전 5:30,18.10,100.00
21. 6. 21 오전 5:45,18.10,100.00
21. 6. 21 오전 6:00,18.30,100.00
21. 6. 21 오전 6:15,18.40,100.00
21. 6. 21 오전 6:30,18.50,100.00
21. 6. 21 오전 6:45,18.70,100.00
21. 6. 21 오전 7:00,18.50,100.00
21. 6. 21 오전 7:15,,100.00
21. 6. 21 오전 7:30,18.70,100.00
21. 6. 21 오전 7:45,18.70,100.00
21. 6. 21 오전 8:00,18.80,100.00
21. 6. 21 오전 8:15,18.80,100.00
21. 6. 21 오전 8:30,18.70,100.00
21. 6. 21 오전 8:45,19.00,100.00
21. 6. 21 오전 9:00,19.10,100.00
21. 6. 21 오전 9:15,19.10,100.00
21. 6. 21 오전 9:30,19.60,100.00
21. 6. 21 오전 9:45,19.60,100.00
21. 6. 21 오전 10:00,19.60,100.00
21. 6. 21 오전 10:15,19.80,100.00
21. 6. 21 오전 10:30,19.90,100.00
21. 6. 21 오전 10:45,19.90,100.00
21. 6. 21 오전 11:00,20.30,100.00
21. 6. 21 오전 11:15,20.30,100.00
21. 6. 21 오전 11:30,20.80,100.00
21. 6. 21 오전 11:45,20.80,100.00
21. 6. 21 오후 12:00,21.10,100.00
21. 6. 21 오후 12:15,21.10,100.00
21. 6. 21 오후 12:30,21.20,100.00
21. 6. 21 오후 12:45,21.50,100.00
21. 6. 21 오후 1:00,21.60,100.00
21. 6. 21 오후 1:15,21.60,100.00
21. 6. 21 오후 1:30,22.30,100.00
21. 6. 21 오후 1:45,22.10,100.00
21. 6. 21 오후 2:00,21.70,100.00
21. 6. 21 오후 2:15,21.70,100.00
21. 6. 21 오후 2:30,20.70,100.00
21. 6. 21 오후 2:45,20.80,100.00
21. 6. 21 오후 3:00,20.30,100.00
21. 6. 21 오후 3:15,20.30,100.00
21. 6. 21 오후 3:30,20.50,100.00
21. 6. 21 오후 3:45,20.50,100.00
21. 6. 21 오후 4:00,20.60,100.00
21. 6. 21 오후 4:15,20.90,100.00
21. 6. 21 오후 4:30,21.20,100.00
21. 6. 21 오후 4:45,21.40,100.00
21. 6. 21 오후 5:00,21.70,85.10
21. 6. 21 오후 5:15,21.70,91.60
21. 6. 21 오후 5:30,21.60,92.20
21. 6. 21 오후 5:45,21.60,100.00
21. 6. 21 오후 6:00,21.50,85.00
21. 6. 21 오후 6:15,21.30,100.00
21. 6. 21 오후 6:30,21.30,100.00
21. 6. 21 오후 6:45,21.00,100.00
21. 6. 21 오후 7:00,21.40,100.00
21. 6. 21 오후 7:15,20.60,100.00
21. 6. 21 오후 7:30,20.50,100.00
21. 6. 21 오후 7:45,20.50,100.00
21. 6. 21 오후 8:00,20.20,100.00
21. 6. 21 오후 8:15,20.30,100.00
21. 6. 21 오후 8:30,20.10,100.00
21. 6. 21 오후 8:45,20.10,100.00
21. 6. 21 오후 9:00,20.10,100.00
21. 6. 21 오후 9:15,20.10,100.00
21. 6. 21 오후 9:30,19.90,100.00
21. 6. 21 오후 9:45,20.00,100.00
21. 6. 21 오후 10:00,19.90,100.00
21. 6. 21 오후 10:15,20.00,100.00
21. 6. 21 오후 10:30,,100.00
21. 6. 21 오후 10:45,20.00,100.00
21. 6. 21 오후 11:00,20.00,100.00
21. 6. 21 오후 11:15,20.00,100.00
21. 6. 21 오후 11:30,20.00,100.00
21. 6. 21 오후 11:45,19.80,100.00
21. 6. 22 오전 12:00,,100.00
21. 6. 22 오전 12:15,19.70,100.00
21. 6. 22 오전 12:30,19.70,100.00
21. 6. 22 오전 12:45,19.60,100.00
21. 6. 22 오전 1:00,19.60,100.00
21. 6. 22 오전 1:15,19.70,100.00
21. 6. 22 오전 1:30,19.70,100.00
21. 6. 22 오전 1:45,19.50,100.00
21. 6. 22 오전 2:00,19.50,100.00
21. 6. 22 오전 2:15,19.30,100.00
21. 6. 22 오전 2:30,19.30,100.00
21. 6. 22 오전 2:45,19.00,100.00
21. 6. 22 오전 3:00,19.20,100.00
21. 6. 22 오전 3:15,19.30,100.00
21. 6. 22 오전 3:30,19.30,100.00
21. 6. 22 오전 3:45,19.40,100.00
21. 6. 22 오전 4:00,19.40,100.00
21. 6. 22 오전 4:15,19.30,100.00
21. 6. 22 오전 4:30,19.30,100.00
21. 6. 22 오전 4:45,19.30,100.00
21. 6. 22 오전 5:00,19.30,100.00
21. 6. 22 오전 5:15,19.40,100.00
21. 6. 22 오전 5:30,19.50,100.00
21. 6. 22 오전 5:45,19.70,100.00
21. 6. 22 오전 6:00,19.50,100.00
21. 6. 22 오전 6:15,19.50,100.00
21. 6. 22 오전 6:30,19.60,100.00
21. 6. 22 오전 6:45,19.60,100.00
21. 6. 22 오전 7:00,19.80,100.00
21. 6. 22 오전 7:15,19.90,100.00
21. 6. 22 오전 7:30,20.00,100.00
21. 6. 22 오전 7:45,20.20,100.00
21. 6. 22 오전 8:00,20.70,100.00
21. 6. 22 오전 8:15,20.60,100.00
21. 6. 22 오전 8:30,20.60,100.00
21. 6. 22 오전 8:45,20.70,99.90
21. 6. 22 오전 9:00,21.70,100.00
21. 6. 22 오전 9:15,23.40,73.90
21. 6. 22 오전 9:30,23.60,73.60
21. 6. 22 오전 9:45,23.40,70.50
21. 6. 22 오전 10:00,22.70,75.20
21. 6. 22 오전 10:15,23.20,74.30
21. 6. 22 오전 10:30,23.70,68.00
21. 6. 22 오전 10:45,24.00,64.20
21. 6. 22 오전 11:00,24.60,63.60
21. 6. 22 오전 11:15,24.20,64.70
21. 6. 22 오전 11:30,24.20,65.10
21. 6. 22 오전 11:45,24.30,64.20
21. 6. 22 오후 12:00,24.50,63.60
21. 6. 22 오후 12:15,25.10,62.70
21. 6. 22 오후 12:30,25.70,58.30
21. 6. 22 오후 12:45,25.60,59.40
21. 6. 22 오후 1:00,24.40,65.30
21. 6. 22 오후 1:15,23.50,71.20
21. 6. 22 오후 1:30,23.50,75.80
21. 6. 22 오후 1:45,23.20,76.10
21. 6. 22 오후 2:00,22.50,83.90
21. 6. 22 오후 2:15,22.20,81.20
21. 6. 22 오후 2:30,22.30,79.30
21. 6. 22 오후 2:45,22.30,79.30
21. 6. 22 오후 3:00,22.30,77.20
21. 6. 22 오후 3:15,22.80,72.40
21. 6. 22 오후 3:30,22.40,72.10
21. 6. 22 오후 3:45,22.40,72.10
21. 6. 22 오후 4:00,22.20,71.20
21. 6. 22 오후 4:15,22.50,65.30
21. 6. 22 오후 4:30,22.70,61.10
21. 6. 22 오후 4:45,22.70,61.10
21. 6. 22 오후 5:00,23.00,56.30
21. 6. 22 오후 5:15,23.10,61.50
21. 6. 22 오후 5:30,22.60,66.70
21. 6. 22 오후 5:45,22.60,66.70
21. 6. 22 오후 6:00,22.20,61.80
21. 6. 22 오후 6:15,22.10,57.40
21. 6. 22 오후 6:30,22.20,57.30
21. 6. 22 오후 6:45,22.20,57.30
21. 6. 22 오후 7:00,22.10,63.10
21. 6. 22 오후 7:15,22.40,63.50
21. 6. 22 오후 7:30,22.20,60.00
21. 6. 22 오후 7:45,22.20,60.00
21. 6. 22 오후 8:00,22.20,61.60
21. 6. 22 오후 8:15,22.10,70.10
21. 6. 22 오후 8:30,21.80,64.30
21. 6. 22 오후 8:45,21.80,64.30
21. 6. 22 오후 9:00,21.60,62.40
21. 6. 22 오후 9:15,21.60,64.40
21. 6. 22 오후 9:30,21.00,100.00
21. 6. 22 오후 9:45,21.00,100.00
21. 6. 22 오후 10:00,21.00,100.00
21. 6. 22 오후 10:15,20.60,100.00
21. 6. 22 오후 10:30,20.30,100.00
21. 6. 22 오후 10:45,20.00,100.00
21. 6. 22 오후 11:00,20.00,100.00
21. 6. 22 오후 11:15,20.00,100.00
21. 6. 22 오후 11:30,20.00,100.00
21. 6. 22 오후 11:45,20.00,100.00
21. 6. 23 오전 12:00,,100.00
21. 6. 23 오전 12:15,20.40,100.00
21. 6. 23 오전 12:30,20.40,100.00
21. 6. 23 오전 12:45,20.30,100.00
21. 6. 23 오전 1:00,20.30,100.00
21. 6. 23 오전 1:15,20.30,100.00
21. 6. 23 오전 1:30,20.60,100.00
21. 6. 23 오전 1:45,20.70,100.00
21. 6. 23 오전 2:00,20.80,100.00
21. 6. 23 오전 2:15,20.90,100.00
21. 6. 23 오전 2:30,20.70,83.80
21. 6. 23 오전 2:45,20.60,84.10
21. 6. 23 오전 3:00,20.60,83.70
21. 6. 23 오전 3:15,20.50,85.10
21. 6. 23 오전 3:30,20.30,90.40
21. 6. 23 오전 3:45,20.20,93.70
21. 6. 23 오전 4:00,20.10,93.30
21. 6. 23 오전 4:15,20.00,94.50
21. 6. 23 오전 4:30,19.90,96.90
21. 6. 23 오전 4:45,19.80,98.20
21. 6. 23 오전 5:00,,100.00
21. 6. 23 오전 5:15,19.60,100.00
21. 6. 23 오전 5:30,19.50,100.00
21. 6. 23 오전 5:45,19.50,100.00
21. 6. 23 오전 6:00,19.50,100.00
21. 6. 23 오전 6:15,19.50,100.00
21. 6. 23 오전 6:30,19.90,87.70
21. 6. 23 오전 6:45,20.10,82.30
21. 6. 23 오전 7:00,20.10,82.30
21. 6. 23 오전 7:15,20.40,77.20
21. 6. 23 오전 7:30,20.80,73.30
21. 6. 23 오전 7:45,20.90,74.40
21. 6. 23 오전 8:00,,72.10
21. 6. 23 오전 8:15,21.10,72.10
21. 6. 23 오전 8:30,21.10,72.80
21. 6. 23 오전 8:45,21.30,72.30
21. 6. 23 오전 9:00,21.30,72.30
21. 6. 23 오전 9:15,22.60,64.30
21. 6. 23 오전 9:30,23.10,63.90
21. 6. 23 오전 9:45,23.30,62.50
21. 6. 23 오전 10:00,23.30,62.50
21. 6. 23 오전 10:15,23.90,63.30
21. 6. 23 오전 10:30,24.10,64.20
21. 6. 23 오전 10:45,23.90,62.50
21. 6. 23 오전 11:00,23.90,62.50
21. 6. 23 오전 11:15,23.60,64.70
21. 6. 23 오전 11:30,24.20,63.20
21. 6. 23 오전 11:45,23.80,64.20
21. 6. 23 오후 12:00,23.80,64.20
21. 6. 23 오후 12:15,23.40,65.90
21. 6. 23 오후 12:30,23.50,66.00
21. 6. 23 오후 12:45,23.60,65.30
21. 6. 23 오후 1:00,23.70,66.20
21. 6. 23 오후 1:15,24.20,63.60
21. 6. 23 오후 1:30,24.20,63.60
21. 6. 23 오후 1:45,24.30,64.50
21. 6. 23 오후 2:00,24.30,64.50
21. 6. 23 오후 2:15,24.80,60.90
21. 6. 23 오후 2:30,24.10,67.30
21. 6. 23 오후 2:45,22.90,87.20
21. 6. 23 오후 3:00,22.50,82.60
21. 6. 23 오후 3:15,22.70,77.10
21. 6. 23 오후 3:30,23.00,73.30
21. 6. 23 오후 3:45,22.80,70.70
21. 6. 23 오후 4:00,22.80,70.70
21. 6. 23 오후 4:15,22.80,74.60
21. 6. 23 오후 4:30,22.80,76.30
21. 6. 23 오후 4:45,22.40,79.60
21. 6. 23 오후 5:00,22.50,76.00
21. 6. 23 오후 5:15,23.00,73.70
21. 6. 23 오후 5:30,22.70,73.50
21. 6. 23 오후 5:45,22.50,73.20
21. 6. 23 오후 6:00,22.20,75.50
21. 6. 23 오후 6:15,22.20,75.80
21. 6. 23 오후 6:30,22.00,77.60
21. 6. 23 오후 6:45,22.30,75.20
21. 6. 23 오후 7:00,22.50,73.00
21. 6. 23 오후 7:15,21.80,80.80
21. 6. 23 오후 7:30,21.30,92.60
21. 6. 23 오후 7:45,21.60,90.90
21. 6. 23 오후 8:00,21.70,88.20
21. 6. 23 오후 8:15,,100.00
21. 6. 23 오후 8:30,21.50,100.00
21. 6. 23 오후 8:45,21.60,100.00
21. 6. 23 오후 9:00,21.50,100.00
21. 6. 23 오후 9:15,21.50,100.00
21. 6. 23 오후 9:30,21.40,100.00
21. 6. 23 오후 9:45,21.30,100.00
21. 6. 23 오후 10:00,21.30,100.00
21. 6. 23 오후 10:15,21.30,100.00
21. 6. 23 오후 10:30,21.10,100.00
21. 6. 23 오후 10:45,21.00,100.00
21. 6. 23 오후 11:00,21.00,100.00
21. 6. 23 오후 11:15,21.00,100.00
21. 6. 23 오후 11:30,21.00,100.00
21. 6. 23 오후 11:45,21.00,100.00
21. 6. 24 오전 12:00,20.90,100.00
21. 6. 24 오전 12:15,,100.00
21. 6. 24 오전 12:30,20.70,100.00
21. 6. 24 오전 12:45,20.70,100.00
21. 6. 24 오전 1:00,20.70,100.00
21. 6. 24 오전 1:15,20.70,100.00
21. 6. 24 오전 1:30,20.50,100.00
21. 6. 24 오전 1:45,20.40,100.00
21. 6. 24 오전 2:00,20.30,100.00
21. 6. 24 오전 2:15,20.30,100.00
21. 6. 24 오전 2:30,20.10,100.00
21. 6. 24 오전 2:45,20.00,100.00
21. 6. 24 오전 3:00,20.00,100.00
21. 6. 24 오전 3:15,20.00,100.00
21. 6. 24 오전 3:30,19.80,100.00
21. 6. 24 오전 3:45,19.80,100.00
21. 6. 24 오전 4:00,19.70,100.00
21. 6. 24 오전 4:15,19.70,100.00
21. 6. 24 오전 4:30,19.60,100.00
21. 6. 24 오전 4:45,19.60,100.00
21. 6. 24 오전 5:00,19.50,100.00
21. 6. 24 오전 5:15,19.50,100.00
21. 6. 24 오전 5:30,19.40,100.00
21. 6. 24 오전 5:45,19.50,100.00
21. 6. 24 오전 6:00,19.60,100.00
21. 6. 24 오전 6:15,19.70,100.00
21. 6. 24 오전 6:30,19.90,100.00
21. 6. 24 오전 6:45,20.00,100.00
21. 6. 24 오전 7:00,20.10,100.00
21. 6. 24 오전 7:15,20.70,100.00
21. 6. 24 오전 7:30,21.00,100.00
21. 6. 24 오전 7:45,21.20,100.00
21. 6. 24 오전 8:00,21.40,100.00
21. 6. 24 오전 8:15,21.70,100.00
21. 6. 24 오전 8:30,21.70,100.00
21. 6. 24 오전 8:45,22.30,100.00
21. 6. 24 오전 9:00,22.50,99.20
21. 6. 24 오전 9:15,22.70,91.80
21. 6. 24 오전 9:30,23.10,87.70
21. 6. 24 오전 9:45,23.40,82.50
21. 6. 24 오전 10:00,23.80,72.70
21. 6. 24 오전 10:15,24.30,71.70
21. 6. 24 오전 10:30,,75.80
21. 6. 24 오전 10:45,24.30,75.80
21. 6. 24 오전 11:00,24.30,75.80
21. 6. 24 오전 11:15,23.70,79.30
21. 6. 24 오전 11:30,,83.00
21. 6. 24 오전 11:45,23.50,83.00
21. 6. 24 오후 12:00,23.90,79.00
21. 6. 24 오후 12:15,24.30,75.50
21. 6. 24 오후 12:30,24.30,75.50
21. 6. 24 오후 12:45,23.90,77.00
21. 6. 24 오후 1:00,23.90,77.00
21. 6. 24 오후 1:15,23.90,76.70
21. 6. 24 오후 1:30,23.90,76.70
21. 6. 24 오후 1:45,23.70,77.00
21. 6. 24 오후 2:00,23.90,74.50
21. 6. 24 오후 2:15,23.40,80.30
21. 6. 24 오후 2:30,23.40,80.30
21. 6. 24 오후 2:45,23.90,76.50
21. 6. 24 오후 3:00,23.00,93.10
21. 6. 24 오후 3:15,23.50,79.50
21. 6. 24 오후 3:30,23.50,79.50
21. 6. 24 오후 3:45,23.00,87.40
21. 6. 24 오후 4:00,,100.00
21. 6. 24 오후 4:15,22.20,100.00
21. 6. 24 오후 4:30,22.20,100.00
21. 6. 24 오후 4:45,21.90,100.00
21. 6. 24 오후 5:00,21.70,100.00
21. 6. 24 오후 5:15,21.50,100.00
21. 6. 24 오후 5:30,21.50,100.00
21. 6. 24 오후 5:45,21.40,100.00
21. 6. 24 오후 6:00,21.60,100.00
21. 6. 24 오후 6:15,21.50,100.00
21. 6. 24 오후 6:30,21.50,100.00
21. 6. 24 오후 6:45,21.30,100.00
21. 6. 24 오후 7:00,21.30,100.00
21. 6. 24 오후 7:15,21.00,100.00
21. 6. 24 오후 7:30,21.20,100.00
21. 6. 24 오후 7:45,21.20,100.00
21. 6. 24 오후 8:00,21.20,100.00
21. 6. 24 오후 8:15,21.00,100.00
21. 6. 24 오후 8:30,20.90,100.00
21. 6. 24 오후 8:45,20.90,100.00
21. 6. 24 오후 9:00,21.00,100.00
21. 6. 24 오후 9:15,21.10,100.00
21. 6. 24 오후 9:30,21.20,100.00
21. 6. 24 오후 9:45,21.20,100.00
21. 6. 24 오후 10:00,21.10,100.00
21. 6. 24 오후 10:15,21.10,100.00
21. 6. 24 오후 10:30,21.20,100.00
21. 6. 24 오후 10:45,21.10,100.00
21. 6. 24 오후 11:00,21.00,100.00
21. 6. 24 오후 11:15,20.60,100.00
21. 6. 24 오후 11:30,20.50,100.00
21. 6. 24 오후 11:45,20.40,100.00
21. 6. 25 오전 12:00,20.40,100.00
21. 6. 25 오전 12:15,20.40,100.00
21. 6. 25 오전 12:30,20.30,100.00
21. 6. 25 오전 12:45,20.20,100.00
21. 6. 25 오전 1:00,20.10,100.00
21. 6. 25 오전 1:15,20.10,100.00
21. 6. 25 오전 1:30,20.00,100.00
21. 6. 25 오전 1:45,19.90,100.00
21. 6. 25 오전 2:00,19.80,100.00
21. 6. 25 오전 2:15,19.70,100.00
21. 6. 25 오전 2:30,19.80,100.00
21. 6. 25 오전 2:45,,100.00
21. 6. 25 오전 3:00,19.70,100.00
21. 6. 25 오전 3:15,19.30,100.00
21. 6. 25 오전 3:30,19.30,100.00
21. 6. 25 오전 3:45,19.30,100.00
21. 6. 25 오전 4:00,19.30,100.00
21. 6. 25 오전 4:15,19.30,100.00
21. 6. 25 오전 4:30,19.20,100.00
21. 6. 25 오전 4:45,19.20,100.00
21. 6. 25 오전 5:00,19.30,100.00
21. 6. 25 오전 5:15,19.30,100.00
21. 6. 25 오전 5:30,19.40,100.00
21. 6. 25 오전 5:45,19.40,100.00
21. 6. 25 오전 6:00,19.60,100.00
21. 6. 25 오전 6:15,19.60,100.00
21. 6. 25 오전 6:30,19.70,100.00
21. 6. 25 오전 6:45,19.70,100.00
21. 6. 25 오전 7:00,20.10,100.00
21. 6. 25 오전 7:15,20.70,100.00
21. 6. 25 오전 7:30,21.00,100.00
21. 6. 25 오전 7:45,21.00,100.00
21. 6. 25 오전 8:00,20.90,100.00
21. 6. 25 오전 8:15,21.20,100.00
21. 6. 25 오전 8:30,21.90,100.00
21. 6. 25 오전 8:45,21.90,100.00
21. 6. 25 오전 9:00,22.60,100.00
21. 6. 25 오전 9:15,22.80,100.00
21. 6. 25 오전 9:30,23.10,100.00
21. 6. 25 오전 9:45,23.10,100.00
21. 6. 25 오전 10:00,23.60,96.30
21. 6. 25 오전 10:15,24.40,80.90
21. 6. 25 오전 10:30,22.90,95.70
21. 6. 25 오전 10:45,22.70,100.00
21. 6. 25 오전 11:00,22.60,100.00
21. 6. 25 오전 11:15,23.00,98.70
21. 6. 25 오전 11:30,23.40,92.00
21. 6. 25 오전 11:45,23.40,82.50
21. 6. 25 오후 12:00,23.40,79.80
21. 6. 25 오후 12:15,23.50,73.20
21. 6. 25 오후 12:30,24.00,71.40
21. 6. 25 오후 12:45,24.10,73.00
21. 6. 25 오후 1:00,24.70,68.30
21. 6. 25 오후 1:15,25.00,64.30
21. 6. 25 오후 1:30,25.20,65.00
21. 6. 25 오후 1:45,24.90,64.00
21. 6. 25 오후 2:00,25.00,64.40
21. 6. 25 오후 2:15,24.70,63.10
21. 6. 25 오후 2:30,24.40,65.10
21. 6. 25 오후 2:45,24.80,63.70
21. 6. 25 오후 3:00,24.40,64.90
21. 6. 25 오후 3:15,24.30,66.70
21. 6. 25 오후 3:30,23.90,69.90
21. 6. 25 오후 3:45,23.90,69.60
21. 6. 25 오후 4:00,24.00,68.90
21. 6. 25 오후 4:15,24.10,68.60
21. 6. 25 오후 4:30,23.90,68.90
21. 6. 25 오후 4:45,24.00,72.20
21. 6. 25 오후 5:00,23.80,74.30
21. 6. 25 오후 5:15,23.70,74.90
21. 6. 25 오후 5:30,23.60,72.00
21. 6. 25 오후 5:45,23.50,78.70
21. 6. 25 오후 6:00,,85.40
21. 6. 25 오후 6:15,22.60,85.40
21. 6. 25 오후 6:30,22.70,89.90
21. 6. 25 오후 6:45,22.50,94.80
21. 6. 25 오후 7:00,22.50,94.80
21. 6. 25 오후 7:15,22.50,100.00
21. 6. 25 오후 7:30,22.40,100.00
21. 6. 25 오후 7:45,21.80,100.00
21. 6. 25 오후 8:00,21.80,100.00
21. 6. 25 오후 8:15,21.60,100.00
21. 6. 25 오후 8:30,,100.00
21. 6. 25 오후 8:45,21.80,100.00
21. 6. 25 오후 9:00,21.80,100.00
21. 6. 25 오후 9:15,22.00,100.00
21. 6. 25 오후 9:30,21.80,100.00
21. 6. 25 오후 9:45,21.70,100.00
21. 6. 25 오후 10:00,21.70,100.00
21. 6. 25 오후 10:15,21.40,100.00
21. 6. 25 오후 10:30,21.60,100.00
21. 6. 25 오후 10:45,21.60,100.00
21. 6. 25 오후 11:00,21.60,100.00
21. 6. 25 오후 11:15,21.70,100.00
21. 6. 25 오후 11:30,21.70,100.00
21. 6. 25 오후 11:45,21.70,100.00
21. 6. 26 오전 12:00,21.70,100.00
21. 6. 26 오전 12:15,21.60,100.00
21. 6. 26 오전 12:30,21.60,100.00
21. 6. 26 오전 12:45,21.40,100.00
21. 6. 26 오전 1:00,21.40,100.00
21. 6. 26 오전 1:15,21.30,100.00
21. 6. 26 오전 1:30,21.30,100.00
21. 6. 26 오전 1:45,21.30,100.00
21. 6. 26 오전 2:00,21.30,100.00
21. 6. 26 오전 2:15,21.20,100.00
21. 6. 26 오전 2:30,21.20,100.00
21. 6. 26 오전 2:45,20.90,100.00
21. 6. 26 오전 3:00,20.70,100.00
21. 6. 26 오전 3:15,20.70,100.00
21. 6. 26 오전 3:30,20.70,100.00
21. 6. 26 오전 3:45,20.60,100.00
21. 6. 26 오전 4:00,20.60,100.00
21. 6. 26 오전 4:15,20.70,100.00
21. 6. 26 오전 4:30,20.70,100.00
21. 6. 26 오전 4:45,20.70,100.00
21. 6. 26 오전 5:00,20.70,100.00
21. 6. 26 오전 5:15,20.50,100.00
21. 6. 26 오전 5:30,20.60,100.00
21. 6. 26 오전 5:45,20.70,100.00
21. 6. 26 오전 6:00,20.80,100.00
21. 6. 26 오전 6:15,20.90,100.00
21. 6. 26 오전 6:30,20.90,100.00
21. 6. 26 오전 6:45,20.90,100.00
21. 6. 26 오전 7:00,20.90,100.00
21. 6. 26 오전 7:15,20.80,100.00
21. 6. 26 오전 7:30,20.80,100.00
21. 6. 26 오전 7:45,20.90,100.00
21. 6. 26 오전 8:00,20.90,100.00
21. 6. 26 오전 8:15,20.80,100.00
21. 6. 26 오전 8:30,20.70,100.00
21. 6. 26 오전 8:45,20.90,100.00
21. 6. 26 오전 9:00,20.90,100.00
21. 6. 26 오전 9:15,,100.00
21. 6. 26 오전 9:30,21.00,100.00
21. 6. 26 오전 9:45,21.20,100.00
21. 6. 26 오전 10:00,21.20,100.00
21. 6. 26 오전 10:15,21.20,100.00
